exercise_id,stable_code,record_type,is_representative,family_code,representative_exercise_id,variant_type_code,source_key,review_status_code,variant_relation_status_code,variant_materialization_status_code,safety_mapping_status_code,fitt_mapping_status_code
VEX-000040,dumbbell_incline_shrug_isolation_dumbbell,VARIANT,false,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,gymvisual:0329,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000041,band_shrug_isolation_resistance_band,VARIANT,false,DUMBBELL_SHRUG,REX-000029,PRIMARY_VARIANT,gymvisual:1018,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000042,inverted_row_on_bench_horizontal_pull_bodyweight,VARIANT,false,INVERTED_ROW,REX-000038,PRIMARY_VARIANT,gymvisual:2298,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000043,1_arm_half_kneeling_lat_pulldown_vertical_pull_cable_machine,VARIANT,false,LAT_PULLDOWN,REX-000040,PRIMARY_VARIANT,wger:1470,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000044,leg_extension_isolation_machine,VARIANT,false,MACHINE_LEG_EXTENSION,REX-000044,PRIMARY_VARIANT,wger:369,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000045,side_push_neck_stretch_mobility_stretch_bodyweight,VARIANT,false,NECK_LATERAL_STRETCH,REX-000045,PRIMARY_VARIANT,gymvisual:0716,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000046,cable_chest_press_decline_horizontal_push_cable_machine,VARIANT,false,PECTORALS_HORIZONTAL_PUSH,REX-000049,PRIMARY_VARIANT,wger:1656,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000047,incline_bench_press_dumbbell_horizontal_push_dumbbell,VARIANT,false,PECTORALS_HORIZONTAL_PUSH,REX-000049,PRIMARY_VARIANT,wger:537,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000048,dumbbell_reverse_wrist_curl_isolation_dumbbell,VARIANT,false,REVERSE_WRIST_CURL,REX-000055,PRIMARY_VARIANT,gymvisual:0385,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000049,band_reverse_wrist_curl_isolation_resistance_band,VARIANT,false,REVERSE_WRIST_CURL,REX-000055,PRIMARY_VARIANT,gymvisual:0994,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000050,seated_row_machine_horizontal_pull_machine,VARIANT,false,ROW_VARIANT,REX-000076,PRIMARY_VARIANT,wger:1725,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000051,cable_decline_seated_wide_grip_row_horizontal_pull_cable_machine,VARIANT,false,SEATED_CABLE_ROW,REX-000079,PRIMARY_VARIANT,gymvisual:0159,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000052,cable_floor_seated_wide_grip_row_horizontal_pull_cable_machine,VARIANT,false,SEATED_CABLE_ROW,REX-000079,PRIMARY_VARIANT,gymvisual:0160,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000053,cable_high_row_kneeling_horizontal_pull_cable_machine,VARIANT,false,SEATED_CABLE_ROW,REX-000079,PRIMARY_VARIANT,gymvisual:0167,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000054,lever_seated_calf_raise_isolation_machine,VARIANT,false,SEATED_CALF_RAISE,REX-000080,PRIMARY_VARIANT,gymvisual:0594,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000055,dumbbell_seated_calf_raise_isolation_dumbbell,VARIANT,false,SEATED_CALF_RAISE,REX-000080,PRIMARY_VARIANT,gymvisual:1379,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000056,standing_single_leg_curl_knee_flexion_bodyweight,VARIANT,false,SEATED_LEG_CURL,REX-000083,PRIMARY_VARIANT,gymvisual:0795,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000057,leg_curl_knee_flexion_machine,VARIANT,false,SEATED_LEG_CURL,REX-000083,PRIMARY_VARIANT,wger:364,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000058,dumbbell_seated_shoulder_press_parallel_grip_vertical_push_dumbbell,VARIANT,false,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,gymvisual:0404,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000059,band_shoulder_press_vertical_push_resistance_band,VARIANT,false,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,gymvisual:0997,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000060,resistance_band_seated_shoulder_press_vertical_push_resistance_band,VARIANT,false,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,gymvisual:3122,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000061,overhead_barbell_press_vertical_push_barbell,VARIANT,false,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,wger:1893,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000062,arnold_shoulder_press_vertical_push_dumbbell,VARIANT,false,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,wger:20,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000063,shoulder_press_on_machine_vertical_push_machine,VARIANT,false,SEATED_SHOULDER_PRESS,REX-000086,PRIMARY_VARIANT,wger:543,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000064,dumbbell_over_bench_wrist_curl_isolation_dumbbell,VARIANT,false,WRIST_CURL,REX-000102,PRIMARY_VARIANT,gymvisual:0369,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000065,band_wrist_curl_isolation_resistance_band,VARIANT,false,WRIST_CURL,REX-000102,PRIMARY_VARIANT,gymvisual:1016,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000066,neutral_grip_lat_pulldown_vertical_pull_cable_machine,VARIANT,false,LAT_PULLDOWN,REX-000040,SECONDARY_VARIANT,wger:1510,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000067,cable_seated_wide_grip_row_horizontal_pull_cable_machine,VARIANT,false,SEATED_CABLE_ROW,REX-000079,SECONDARY_VARIANT,gymvisual:0218,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000068,dumbbell_one_arm_shoulder_press_v_2_vertical_push_dumbbell,VARIANT,false,SEATED_SHOULDER_PRESS,REX-000086,SECONDARY_VARIANT,gymvisual:0360,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
VEX-000069,dumbbell_one_arm_shoulder_press_vertical_push_dumbbell,VARIANT,false,SEATED_SHOULDER_PRESS,REX-000086,SECONDARY_VARIANT,gymvisual:0361,REVIEW_REQUIRED,REVIEW_REQUIRED,MATERIALIZED_DRAFT_REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED
