exercise_id,stable_code,record_type,is_representative,family_code,representative_exercise_id,variant_type_code,source_key,review_status_code,variant_relation_status_code,variant_materialization_status_code,safety_mapping_status_code,fitt_mapping_status_code
REX-000012,bodyweight_pull_up_biceps_vertical_pull_bodyweight_pull_up_bar,REPRESENTATIVE,true,BODYWEIGHT_PULL_UP_BICEPS,REX-000012,,gymvisual:0140,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000013,bodyweight_reverse_crunch_core_brace_bodyweight,REPRESENTATIVE,true,BODYWEIGHT_REVERSE_CRUNCH,REX-000013,,gymvisual:0872,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000014,bodyweight_russian_twist_core_brace_bodyweight,REPRESENTATIVE,true,BODYWEIGHT_RUSSIAN_TWIST,REX-000014,,gymvisual:0687,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000015,bodyweight_split_squat_knee_dominant_bodyweight,REPRESENTATIVE,true,BODYWEIGHT_SPLIT_SQUAT,REX-000015,,gymvisual:2368,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000016,bodyweight_standing_calf_raise_isolation_bodyweight,REPRESENTATIVE,true,BODYWEIGHT_STANDING_CALF_RAISE,REX-000016,,gymvisual:1373,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000017,butterfly_adductor_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,BUTTERFLY_ADDUCTOR_STRETCH,REX-000017,,gymvisual:1494,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000018,cable_fly_isolation_cable_machine,REPRESENTATIVE,true,CABLE_FLY,REX-000018,,gymvisual:0227,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000019,cable_triceps_pushdown_isolation_cable_machine,REPRESENTATIVE,true,CABLE_TRICEPS_PUSHDOWN,REX-000019,,gymvisual:0201,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000020,chair_leg_extended_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,CHAIR_LEG_EXTENDED_STRETCH,REX-000020,,gymvisual:1548,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000021,chest_front_shoulder_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,CHEST_FRONT_SHOULDER_STRETCH,REX-000021,,gymvisual:1271,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000022,close_grip_push_up_horizontal_push_bodyweight,REPRESENTATIVE,true,CLOSE_GRIP_PUSH_UP,REX-000022,,gymvisual:0259,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000023,crunch_variant_core_brace_bodyweight,REPRESENTATIVE,true,CRUNCH_VARIANT,REX-000023,,gymvisual:0691,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000024,dead_bug_core_brace_bodyweight,REPRESENTATIVE,true,DEAD_BUG,REX-000024,,gymvisual:0276,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000025,dumbbell_goblet_squat_knee_dominant_dumbbell,REPRESENTATIVE,true,DUMBBELL_GOBLET_SQUAT,REX-000025,,gymvisual:1760,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000026,dumbbell_lateral_raise_isolation_dumbbell,REPRESENTATIVE,true,DUMBBELL_LATERAL_RAISE,REX-000026,,gymvisual:0334,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000027,dumbbell_preacher_curl_isolation_dumbbell,REPRESENTATIVE,true,DUMBBELL_PREACHER_CURL,REX-000027,,gymvisual:0372,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000028,dumbbell_rear_fly_isolation_dumbbell,REPRESENTATIVE,true,DUMBBELL_REAR_FLY,REX-000028,,gymvisual:0378,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000029,dumbbell_shrug_isolation_dumbbell,REPRESENTATIVE,true,DUMBBELL_SHRUG,REX-000029,,gymvisual:0406,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000030,dumbbell_standing_curl_isolation_dumbbell,REPRESENTATIVE,true,DUMBBELL_STANDING_CURL,REX-000030,,gymvisual:0416,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000031,dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,REPRESENTATIVE,true,DUMBBELL_STEP_UP_LUNGE,REX-000031,,gymvisual:2796,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000032,dynamic_chest_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,DYNAMIC_CHEST_STRETCH,REX-000032,,gymvisual:1167,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000033,exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,REPRESENTATIVE,true,EXERCISE_BALL_HIP_FLEXOR_STRETCH,REX-000033,,gymvisual:1559,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000034,hamstring_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,HAMSTRING_STRETCH,REX-000034,,gymvisual:1511,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000035,hand_grip_squeeze_isolation_household_weight,REPRESENTATIVE,true,HAND_GRIP_SQUEEZE,REX-000035,,gymvisual:0854,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000036,hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,REPRESENTATIVE,true,HIP_FLEXOR_QUADRICEPS_STRETCH,REX-000036,,gymvisual:1564,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000037,incline_y_raise_isolation_dumbbell,REPRESENTATIVE,true,INCLINE_Y_RAISE,REX-000037,,gymvisual:3541,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000038,inverted_row_horizontal_pull_bodyweight,REPRESENTATIVE,true,INVERTED_ROW,REX-000038,,gymvisual:0499,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000039,kneeling_lat_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,KNEELING_LAT_STRETCH,REX-000039,,gymvisual:1346,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000040,lat_pulldown_vertical_pull_cable_machine,REPRESENTATIVE,true,LAT_PULLDOWN,REX-000040,,gymvisual:0198,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000041,leg_press_knee_dominant_machine,REPRESENTATIVE,true,LEG_PRESS,REX-000041,,wger:371,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000043,lower_back_curl_core_brace_bodyweight,REPRESENTATIVE,true,LOWER_BACK_CURL,REX-000043,,gymvisual:1352,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000044,machine_leg_extension_isolation_machine,REPRESENTATIVE,true,MACHINE_LEG_EXTENSION,REX-000044,,gymvisual:0585,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000045,neck_lateral_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,NECK_LATERAL_STRETCH,REX-000045,,gymvisual:1403,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000046,one_arm_wall_lats_isolation_bodyweight,REPRESENTATIVE,true,ONE_ARM_WALL_LATS,REX-000046,,gymvisual:1355,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000047,overhead_triceps_extension_isolation_barbell,REPRESENTATIVE,true,OVERHEAD_TRICEPS_EXTENSION,REX-000047,,gymvisual:0109,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000048,overhead_triceps_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,OVERHEAD_TRICEPS_STRETCH,REX-000048,,gymvisual:0643,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000049,pectorals_horizontal_push_horizontal_push_machine,REPRESENTATIVE,true,PECTORALS_HORIZONTAL_PUSH,REX-000049,,wger:1094,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000050,peroneal_stretch_mobility_stretch_stretch_strap,REPRESENTATIVE,true,PERONEAL_STRETCH,REX-000050,,gymvisual:1388,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000051,plank_rotation_core_brace_bodyweight,REPRESENTATIVE,true,PLANK_ROTATION,REX-000051,,gymvisual:0464,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000052,push_up_horizontal_push_bodyweight,REPRESENTATIVE,true,PUSH_UP,REX-000052,,gymvisual:0662,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000053,rear_deltoid_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,REAR_DELTOID_STRETCH,REX-000053,,gymvisual:0669,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000054,reverse_calf_raise_isolation_resistance_band,REPRESENTATIVE,true,REVERSE_CALF_RAISE,REX-000054,,gymvisual:1000,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000055,reverse_wrist_curl_isolation_barbell,REPRESENTATIVE,true,REVERSE_WRIST_CURL,REX-000055,,gymvisual:0082,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000056,cardio_gait_bodyweight,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000056,,gymvisual:3672,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000057,hip_flexion_isolation_bodyweight,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000057,,kspo:46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000058,cardio_gait_bodyweight_rex_000058,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000058,,gymvisual:3636,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000059,cardio_jump_plyometric_bodyweight,REPRESENTATIVE,true,CARDIO,REX-000059,,gymvisual:3224,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000060,cardio_jump_plyometric_jump_rope,REPRESENTATIVE,true,CARDIO,REX-000060,,gymvisual:2612,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000061,kettlebell_swing_hip_dominant_kettlebell,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000061,,wger:9,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000062,cardio_gait_bodyweight_rex_000062,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000062,,gymvisual:0685,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000063,hip_adduction_isolation_stability_ball,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000063,,kspo:66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000064,hip_flexion_isolation_bodyweight_rex_000064,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000064,,kspo:dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000065,cardio_gait_bodyweight_rex_000065,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000065,,gymvisual:3656,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000066,mobility_balance_bodyweight,REPRESENTATIVE,true,MOBILITY,REX-000066,,kspo:19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000067,cardio_cycling_stationary_bike,REPRESENTATIVE,true,CARDIO,REX-000067,,gymvisual:2138,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000068,cardio_gait_step_box,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000068,,kspo:00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000069,leg_press_knee_dominant_resistance_band,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000069,,kspo:72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000070,cardio_gait_machine,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000070,,gymvisual:3666,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000071,cardio_gait_machine_rex_000071,REPRESENTATIVE,true,REVIEW_REQUIRED,REX-000071,,gymvisual:2311,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000072,cardio_elliptical_elliptical_machine,REPRESENTATIVE,true,CARDIO,REX-000072,,gymvisual:2141,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000073,roller_back_stretch_mobility_stretch_foam_roller,REPRESENTATIVE,true,ROLLER_BACK_STRETCH,REX-000073,,gymvisual:2208,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000074,roller_hip_stretch_mobility_stretch_foam_roller,REPRESENTATIVE,true,ROLLER_HIP_STRETCH,REX-000074,,gymvisual:2202,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000075,rotation_variant_core_brace_cable_machine,REPRESENTATIVE,true,ROTATION_VARIANT,REX-000075,,wger:145,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000076,row_variant_horizontal_pull_cable_machine,REPRESENTATIVE,true,ROW_VARIANT,REX-000076,,wger:1117,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000077,runners_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,RUNNERS_STRETCH,REX-000077,,gymvisual:1585,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000078,scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,REPRESENTATIVE,true,SCAPULAR_PULL_UP,REX-000078,,gymvisual:0688,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000079,seated_cable_row_horizontal_pull_cable_machine,REPRESENTATIVE,true,SEATED_CABLE_ROW,REX-000079,,gymvisual:0861,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000080,seated_calf_raise_isolation_barbell,REPRESENTATIVE,true,SEATED_CALF_RAISE,REX-000080,,gymvisual:0088,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000081,seated_calf_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,SEATED_CALF_STRETCH,REX-000081,,gymvisual:1390,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000082,seated_glute_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,SEATED_GLUTE_STRETCH,REX-000082,,gymvisual:1424,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000083,seated_leg_curl_knee_flexion_machine,REPRESENTATIVE,true,SEATED_LEG_CURL,REX-000083,,gymvisual:0599,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000084,seated_lower_back_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,SEATED_LOWER_BACK_STRETCH,REX-000084,,gymvisual:0690,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000085,seated_piriformis_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,SEATED_PIRIFORMIS_STRETCH,REX-000085,,gymvisual:2567,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000086,seated_shoulder_press_vertical_push_dumbbell,REPRESENTATIVE,true,SEATED_SHOULDER_PRESS,REX-000086,,gymvisual:0405,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
REX-000087,seated_wide_angle_stretch_mobility_stretch_bodyweight,REPRESENTATIVE,true,SEATED_WIDE_ANGLE_STRETCH,REX-000087,,gymvisual:1587,DOMAIN_APPROVED,NOT_APPLICABLE,NOT_APPLICABLE,REPRESENTATIVE_SAFETY_CONTEXT,RETAINED_FROM_REVIEWED_CATALOG
