exercise_id,exercise_name_ko,name_en,source_name_en,training_type_code,body_focus_code,primary_body_area_codes,secondary_body_area_codes,target_body_area_codes,difficulty_code,timing_mode_code,default_sets,default_reps,default_work_seconds,default_rest_seconds,default_transition_seconds,intensity_level,production_status
NEX-000093,케이블 시티드 로우,cable seated row,cable seated row,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000094,리버스 크런치,reverse crunch,reverse crunch,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",BEGINNER,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000095,케이블 리버스 크런치,cable reverse crunch,cable reverse crunch,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",INTERMEDIATE,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000096,밴드 바이시클 크런치,band bicycle crunch,band bicycle crunch,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",BEGINNER,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000097,밴드 프론트 레터럴 레이즈,band front lateral raise,band front lateral raise,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000098,밴드 프론트 레이즈,band front raise,band front raise,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000099,밴드 니링 트위스트 크런치,band kneeling twisting crunch,band kneeling twisting crunch,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",BEGINNER,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000100,밴드 리버스 리스트 컬,band reverse wrist curl,band reverse wrist curl,STRENGTH,FOREARMS,"[""WRIST_HAND""]","[""ELBOW""]","[""WRIST_HAND"",""ELBOW""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000101,밴드 숄더 프레스,band shoulder press,band shoulder press,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000102,밴드 싱글 레그 카프 레이즈,band single leg calf raise,band single leg calf raise,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000103,밴드 싱글 레그 리버스 카프 레이즈,band single leg reverse calf raise,band single leg reverse calf raise,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000104,밴드 스티프 레그 데드리프트,band stiff leg deadlift,band stiff leg deadlift,STRENGTH,GLUTES,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000105,밴드 리스트 컬,band wrist curl,band wrist curl,STRENGTH,FOREARMS,"[""WRIST_HAND""]","[""ELBOW""]","[""WRIST_HAND"",""ELBOW""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000106,밴드 슈러그,band shrug,band shrug,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER""]","[""UPPER_BACK"",""SHOULDER""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000107,밴드 스트레이트 등 스티프 레그 데드리프트,band straight back stiff leg deadlift,band straight back stiff leg deadlift,STRENGTH,GLUTES,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000108,다이내믹 체스트 스트레칭,dynamic chest stretch (male),dynamic chest stretch (male),MOBILITY,MOBILITY,"[""CHEST""]","[""SHOULDER"",""UPPER_BACK""]","[""CHEST"",""SHOULDER"",""UPPER_BACK""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000109,케이블 원암 디클라인 체스트 플라이,cable one arm decline chest fly,cable one arm decline chest fly,STRENGTH,CHEST,"[""CHEST""]","[""SHOULDER""]","[""CHEST"",""SHOULDER""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000110,체스트 및 앞쪽 어깨 스트레칭,chest and front of shoulder stretch,chest and front of shoulder stretch,MOBILITY,MOBILITY,"[""CHEST"",""SHOULDER""]","[""UPPER_BACK""]","[""CHEST"",""SHOULDER"",""UPPER_BACK""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000111,광배근 스트레칭,kneeling lat stretch,kneeling lat stretch,MOBILITY,MOBILITY,"[""UPPER_BACK""]","[""SHOULDER"",""CHEST""]","[""UPPER_BACK"",""SHOULDER"",""CHEST""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000112,허리 스트레칭,lower back curl,lower back curl,STRENGTH,BACK,"[""LOWER_BACK""]","[""UPPER_BACK""]","[""LOWER_BACK"",""UPPER_BACK""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000113,벽 짚고 한 팔 운동,one arm against wall,one arm against wall,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000114,척추 스트레칭,spine stretch,spine stretch,MOBILITY,MOBILITY,"[""UPPER_BACK"",""LOWER_BACK""]","[""ABDOMEN""]","[""UPPER_BACK"",""LOWER_BACK"",""ABDOMEN""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000115,등 위쪽 스트레칭,upper back stretch,upper back stretch,MOBILITY,MOBILITY,"[""UPPER_BACK""]","[""SHOULDER"",""CHEST""]","[""UPPER_BACK"",""SHOULDER"",""CHEST""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000116,발목 돌리기,ankle circles,ankle circles,MOBILITY,MOBILITY,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000117,밴드 양발 카프 레이즈,band two legs calf raise - (band under both legs) v. 2,band two legs calf raise - (band under both legs) v. 2,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000118,맨몸 스탠딩 카프 레이즈,bodyweight standing calf raise,bodyweight standing calf raise,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",BEGINNER,REPS,2,8-15,,60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000119,벽 짚고 종아리 스트레칭,calf stretch with hands against wall,calf stretch with hands against wall,MOBILITY,MOBILITY,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000120,덤벨 시티드 카프 레이즈,dumbbell seated calf raise,dumbbell seated calf raise,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000121,한발 동키 카프 레이즈,one leg donkey calf raise,one leg donkey calf raise,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000122,한발 카프 레이즈,one leg floor calf raise,one leg floor calf raise,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000123,종아리 바깥쪽 스트레칭,peroneals stretch,peroneals stretch,MOBILITY,MOBILITY,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000124,시티드 카프 스트레칭,seated calf stretch (male),seated calf stretch (male),MOBILITY,MOBILITY,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000125,목 스트레칭,neck side stretch,neck side stretch,MOBILITY,MOBILITY,"[""NECK""]","[""SHOULDER""]","[""NECK"",""SHOULDER""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000126,둔근 스트레칭,seated glute stretch,seated glute stretch,MOBILITY,MOBILITY,"[""HIP""]","[""KNEE""]","[""HIP"",""KNEE""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000127,손목 돌리기,wrist circles,wrist circles,MOBILITY,MOBILITY,"[""WRIST_HAND""]","[""ELBOW""]","[""WRIST_HAND"",""ELBOW""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000128,워킹 런지,walking lunge,walking lunge,STRENGTH,GLUTES,"[""HIP"",""KNEE""]","[""ANKLE_FOOT""]","[""HIP"",""KNEE"",""ANKLE_FOOT""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000129,버터플라이,butterfly yoga pose,butterfly yoga pose,MOBILITY,MOBILITY,"[""HIP""]","[""KNEE""]","[""HIP"",""KNEE""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000130,햄스트링 스트레칭,hamstring stretch,hamstring stretch,MOBILITY,MOBILITY,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000131,네발기기 스쿼트 스트레칭,all fours squad stretch,all fours squad stretch,MOBILITY,MOBILITY,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000132,의자 다리 펴기 스트레칭,chair leg extended stretch,chair leg extended stretch,MOBILITY,MOBILITY,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000133,짐볼 고관절 굴곡근 스트레칭,exercise ball hip flexor stretch,exercise ball hip flexor stretch,MOBILITY,MOBILITY,"[""HIP""]","[""LOWER_BACK""]","[""HIP"",""LOWER_BACK""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000134,허벅지 앞쪽 스트레칭,intermediate hip flexor and quad stretch,intermediate hip flexor and quad stretch,MOBILITY,MOBILITY,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000135,햄스트링 스트레칭,leg up hamstring stretch,leg up hamstring stretch,MOBILITY,MOBILITY,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000136,러너 스트레칭,runners stretch,runners stretch,MOBILITY,MOBILITY,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""ANKLE_FOOT"",""KNEE"",""HIP""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000137,시티드 와이드 앵글 포즈,seated wide angle pose sequence,seated wide angle pose sequence,MOBILITY,MOBILITY,"[""HIP"",""KNEE""]",[],"[""HIP"",""KNEE""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000138,허벅지와 종아리 스트레칭,standing hamstring and calf stretch with strap,standing hamstring and calf stretch with strap,MOBILITY,MOBILITY,"[""KNEE"",""ANKLE_FOOT""]","[""HIP""]","[""KNEE"",""ANKLE_FOOT"",""HIP""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000139,그레이티스트 스트레칭,world greatest stretch,world greatest stretch,MOBILITY,MOBILITY,"[""HIP"",""KNEE""]","[""ANKLE_FOOT""]","[""HIP"",""KNEE"",""ANKLE_FOOT""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000140,덤벨 해머 프리처 컬,dumbbell alternate hammer preacher curl,dumbbell alternate hammer preacher curl,STRENGTH,BICEPS,"[""ELBOW""]","[""WRIST_HAND""]","[""ELBOW"",""WRIST_HAND""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000141,덤벨 프리처 컬,dumbbell alternate preacher curl,dumbbell alternate preacher curl,STRENGTH,BICEPS,"[""ELBOW""]","[""WRIST_HAND""]","[""ELBOW"",""WRIST_HAND""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000142,덤벨 고블릿 스쿼트,dumbbell goblet squat,dumbbell goblet squat,STRENGTH,QUADRICEPS,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000143,실내 자전거 타기,stationary bike run v. 3,stationary bike run v. 3,CARDIO,CARDIO,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",BEGINNER,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000144,일립티컬,walk elliptical cross trainer,walk elliptical cross trainer,CARDIO,CARDIO,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",BEGINNER,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000145,폼롤러 힙 스트레칭,roller hip stretch,roller hip stretch,MOBILITY,MOBILITY,"[""HIP""]","[""LOWER_BACK""]","[""HIP"",""LOWER_BACK""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000146,폼롤러 리버스 크런치,roller reverse crunch,roller reverse crunch,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",INTERMEDIATE,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000147,폼롤러 등 스트레칭,roller back stretch,roller back stretch,MOBILITY,MOBILITY,"[""UPPER_BACK""]","[""LOWER_BACK""]","[""UPPER_BACK"",""LOWER_BACK""]",INTERMEDIATE,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000148,풀오버,lever pullover,lever pullover,STRENGTH,BACK,"[""UPPER_BACK""]","[""CHEST"",""ELBOW""]","[""UPPER_BACK"",""CHEST"",""ELBOW""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000149,덤벨 스탠딩 조트만 프리처 컬,dumbbell standing zottman preacher curl,dumbbell standing zottman preacher curl,STRENGTH,BICEPS,"[""ELBOW""]","[""WRIST_HAND""]","[""ELBOW"",""WRIST_HAND""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000150,인버티드 로우 온 벤치,inverted row on bench,inverted row on bench,STRENGTH,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]","[""UPPER_BACK"",""ELBOW"",""SHOULDER""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000151,러닝머신,walking on stepmill,walking on stepmill,CARDIO,CARDIO,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""ANKLE_FOOT"",""KNEE"",""HIP""]",INTERMEDIATE,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000152,척추 트위스트,spine twist,spine twist,MOBILITY,MOBILITY,"[""UPPER_BACK"",""LOWER_BACK""]","[""ABDOMEN""]","[""UPPER_BACK"",""LOWER_BACK"",""ABDOMEN""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000153,시티드 카프 프레스,lever seated calf press,lever seated calf press,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000154,스플릿 스쿼트,split squats,split squats,STRENGTH,QUADRICEPS,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000155,중량 러시안 트위스트,weighted russian twist v. 2,weighted russian twist v. 2,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",INTERMEDIATE,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000156,인버스 레그 컬,inverse leg curl (on pull-up cable machine),inverse leg curl (on pull-up cable machine),STRENGTH,HAMSTRINGS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000157,고관절 스트레칭,seated piriformis stretch,seated piriformis stretch,MOBILITY,MOBILITY,"[""HIP""]","[""KNEE""]","[""HIP"",""KNEE""]",BEGINNER,DURATION,,,30-60,,15-30,LIGHT,REVIEW_REQUIRED
NEX-000158,점프 로프,jump rope,jump rope,CARDIO,CARDIO,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""ANKLE_FOOT"",""KNEE"",""HIP""]",INTERMEDIATE,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000159,덤벨 스텝업 런지,dumbbell step-up lunge,dumbbell step-up lunge,STRENGTH,QUADRICEPS,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000160,밴드 레그 익스텐션,resistance band leg extension,resistance band leg extension,STRENGTH,QUADRICEPS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000161,라잉 벤트 암 풀오버,ez bar lying bent arms pullover,ez bar lying bent arms pullover,STRENGTH,BACK,"[""UPPER_BACK""]","[""CHEST"",""ELBOW""]","[""UPPER_BACK"",""CHEST"",""ELBOW""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000162,바닥 글루트 브릿지,low glute bridge on floor,low glute bridge on floor,STRENGTH,GLUTES,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",BEGINNER,REPS,2,8-15,,60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000163,밴드 시티드 숄더 프레스,resistance band seated shoulder press,resistance band seated shoulder press,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000164,점핑 잭(팔 벌려 뛰기),jack jump (male),jack jump (male),CARDIO,CARDIO,"[""ANKLE_FOOT"",""KNEE""]","[""HIP"",""SHOULDER""]","[""ANKLE_FOOT"",""KNEE"",""HIP"",""SHOULDER""]",BEGINNER,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000165,런지,forward lunge (male),forward lunge (male),STRENGTH,GLUTES,"[""HIP"",""KNEE""]","[""ANKLE_FOOT""]","[""HIP"",""KNEE"",""ANKLE_FOOT""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000166,덤벨 인클라인 와이-레이즈,dumbbell incline y-raise,dumbbell incline y-raise,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",INTERMEDIATE,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000167,덤벨 크로스 런지,dumbbell contralateral forward lunge,dumbbell contralateral forward lunge,STRENGTH,GLUTES,"[""HIP"",""KNEE""]","[""ANKLE_FOOT""]","[""HIP"",""KNEE"",""ANKLE_FOOT""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000168,벽 짚고 무릎 올리기,high knee against wall,high knee against wall,CARDIO,CARDIO,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",BEGINNER,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000169,조깅,short stride run,short stride run,CARDIO,CARDIO,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""ANKLE_FOOT"",""KNEE"",""HIP""]",BEGINNER,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000170,인클라인 트레드밀,walking on incline treadmill,walking on incline treadmill,CARDIO,CARDIO,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""ANKLE_FOOT"",""KNEE"",""HIP""]",BEGINNER,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000171,앞뒤 스텝,back and forth step,back and forth step,CARDIO,CARDIO,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""ANKLE_FOOT"",""KNEE"",""HIP""]",BEGINNER,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000172,스텝박스,stepbox,스텝박스 오르내리기,CARDIO,CARDIO,"[""ANKLE_FOOT"",""KNEE""]","[""HIP""]","[""ANKLE_FOOT"",""KNEE"",""HIP""]",BEGINNER,DURATION,,,1200-2400,,,MODERATE,REVIEW_REQUIRED
NEX-000173,한발 서서 균형잡기,한발 서서 균형잡기,한발 서서 균형잡기,STRENGTH,GLUTES,"[""HIP""]","[""ANKLE_FOOT"",""KNEE""]","[""HIP"",""ANKLE_FOOT"",""KNEE""]",BEGINNER,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000174,의자 잡고 무릎 들어올리기,Standing Knee Raise with Chair Support,의자잡고 전방으로 무릎 굽혀 들기,STRENGTH,QUADRICEPS,"[""KNEE""]","[""HIP"",""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",BEGINNER,REPS,2,8-15,,60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000175,짐볼 다리 조이기,Exercise Ball Leg Squeeze,의자에 앉아 다리로 짐볼 쥐기,STRENGTH,QUADRICEPS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000176,밴드 레그 프레스,Band Leg Press,밴드 잡고 누워서 다리 밀기,STRENGTH,QUADRICEPS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000177,누워서 복부 수축하기,Supine Abdominal Contraction,누워서 배가로근 수축1,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""ABDOMEN"",""LOWER_BACK""]",BEGINNER,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000178,시티드 밴드 풀어파트,Seated Band Pull-Apart,의자에 앉아 밴드 양옆으로 늘이기,STRENGTH,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""UPPER_BACK"",""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000179,버드독,Bird Dog,네발기기 자세에서 팔 다리 들기,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK"",""HIP"",""SHOULDER""]","[""ABDOMEN"",""LOWER_BACK"",""HIP"",""SHOULDER""]",BEGINNER,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000180,의자 잡고 레그 컬,Standing Leg Curl with Chair Support,의자잡고 후방으로 무릎 굽혀 들기,STRENGTH,HAMSTRINGS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,REPS,2,8-15,,60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000181,앉아서 고관절 굽히기,seated knee raise,앉아서 엉덩관절 굽히기,STRENGTH,QUADRICEPS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,REPS,2,8-15,,60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000182,시티드 벤치프레스,Seated Bench Press,Seated Bench Press,STRENGTH,CHEST,"[""CHEST""]","[""SHOULDER"",""ELBOW""]","[""CHEST"",""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000183,시티드 케이블 로우,Seated Cable Row,Seated Cable Row,STRENGTH,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]","[""UPPER_BACK"",""ELBOW"",""SHOULDER""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000184,덤벨 델트 로우,Dumbbell rear delt row,Dumbbell rear delt row,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""UPPER_BACK"",""ELBOW""]","[""SHOULDER"",""UPPER_BACK"",""ELBOW""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000185,인클라인 체스트 덤벨 로우,Incline Chest-Supported Dumbbell Row,Incline Chest-Supported Dumbbell Row,STRENGTH,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]","[""UPPER_BACK"",""ELBOW"",""SHOULDER""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
