exercise_id,exercise_name,representative_id,met_value,intensity_level,met_source,source_activity_name,mapping_basis,review_status,production_eligible
NEX-000064,hyperextension,REX-000008,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000065,inverse leg curl (bench support),REX-000083,3.0,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, general",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000066,inverted row with straps,REX-000038,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000067,inverted row,REX-000038,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000068,kettlebell lunge pass through,REX-000010,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000069,lever leg extension,REX-000044,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000070,lever seated calf raise,REX-000080,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000071,lever seated leg curl,REX-000083,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000072,lying (side) quads stretch,REX-000088,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000073,overhead triceps stretch,REX-000048,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000074,push-up,REX-000052,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000075,rear deltoid stretch,REX-000053,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000076,run,REX-000062,7.5,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=12020;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Jogging, general, self-selected pace",USER_APPROVED_CONDITIONAL_MATCH,DOMAIN_APPROVED,true
NEX-000077,russian twist,REX-000014,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000078,scapular pull-up,REX-000078,6.5,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02057;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, high intensity",USER_APPROVED_DIRECT_COMPENDIUM_02057_BODYWEIGHT_HIGH_INTENSITY,DOMAIN_APPROVED,true
NEX-000079,seated lower back stretch,REX-000084,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000080,seated side crunch (wall),REX-000023,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000081,self assisted inverse leg curl (on floor),REX-000083,3.0,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, general",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000082,self assisted inverse leg curl,REX-000083,3.0,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, general",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000083,side push neck stretch,REX-000045,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000084,side wrist pull stretch,REX-000089,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000085,smith reverse calf raises,REX-000054,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000086,standing lateral stretch,REX-000095,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000087,standing single leg curl,REX-000083,3.0,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, general",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000088,suspended reverse crunch,REX-000013,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000089,triceps stretch,REX-000096,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000090,weighted russian twist (legs up),REX-000014,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000091,weighted russian twist,REX-000014,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000092,weighted standing hand squeeze,REX-000035,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02054,DOMAIN_APPROVED,true
NEX-000093,cable seated row,REX-000079,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000094,reverse crunch,REX-000013,3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, general",USER_APPROVED_DIRECT_COMPENDIUM_02056_GENERAL_BODYWEIGHT,DOMAIN_APPROVED,true
NEX-000095,cable reverse crunch,REX-000013,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000096,band bicycle crunch,REX-000075,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000097,band front lateral raise,REX-000026,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000098,band front raise,REX-000005,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000099,band kneeling twisting crunch,REX-000075,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000100,band reverse wrist curl,REX-000055,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000101,band shoulder press,REX-000086,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000102,band single leg calf raise,REX-000016,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000103,band single leg reverse calf raise,REX-000054,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000104,band stiff leg deadlift,REX-000007,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000105,band wrist curl,REX-000102,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000106,band shrug,REX-000029,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02054,DOMAIN_APPROVED,true
NEX-000107,band straight back stiff leg deadlift,REX-000007,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000108,dynamic chest stretch (male),REX-000032,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000109,cable one arm decline chest fly,REX-000018,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000110,chest and front of shoulder stretch,REX-000021,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000111,kneeling lat stretch,REX-000039,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000112,lower back curl,REX-000043,2.8,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02024;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000113,one arm against wall,REX-000046,3.0,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, general",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000114,spine stretch,REX-000091,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000115,upper back stretch,REX-000098,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000116,ankle circles,REX-000003,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000117,band two legs calf raise - (band under both legs) v. 2,REX-000016,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000118,bodyweight standing calf raise,REX-000016,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000119,calf stretch with hands against wall,REX-000099,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000120,dumbbell seated calf raise,REX-000080,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000121,one leg donkey calf raise,REX-000016,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000122,one leg floor calf raise,REX-000016,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000123,peroneals stretch,REX-000050,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000124,seated calf stretch (male),REX-000081,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000125,neck side stretch,REX-000045,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000126,seated glute stretch,REX-000082,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000127,wrist circles,REX-000101,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000128,walking lunge,REX-000010,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000129,butterfly yoga pose,REX-000017,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02175;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Yoga, general",USER_APPROVED_CONDITIONAL_MATCH,DOMAIN_APPROVED,true
NEX-000130,hamstring stretch,REX-000034,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000131,all fours squad stretch,REX-000002,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
